"SYMBOL 
","COMPANY 
","REGULATION 
","NAME OF THE ACQUIRER/DISPOSER 
","CATEGORY OF PERSON 
","TYPE OF SECURITY (PRIOR) 
","NO. OF SECURITY (PRIOR) 
","% SHAREHOLDING (PRIOR) 
","TYPE OF SECURITY (ACQUIRED/DISPLOSED) 
","NO. OF SECURITIES (ACQUIRED/DISPLOSED) 
","VALUE OF SECURITY (ACQUIRED/DISPLOSED) 
","ACQUISITION/DISPOSAL TRANSACTION TYPE 
","TYPE OF SECURITY (POST) 
","NO. OF SECURITY (POST) 
","% POST 
","DATE OF ALLOTMENT/ACQUISITION FROM 
","DATE OF ALLOTMENT/ACQUISITION TO 
","DATE OF INITMATION TO COMPANY 
","MODE OF ACQUISITION 
","DERIVATIVE TYPE SECURITY 
","DERIVATIVE CONTRACT SPECIFICATION 
","NOTIONAL VALUE(BUY) 
","NUMBER OF UNITS/CONTRACT LOT SIZE (BUY) 
","NOTIONAL VALUE(SELL) 
","NUMBER OF UNITS/CONTRACT LOT SIZE  (SELL) 
","EXCHANGE 
","REMARK 
","BROADCASTE DATE AND TIME 
","XBRL 
"
"IKS","Inventurus Knowledge Solutions Limited","7(2)","DEEPENDRA GUPTA","-","Equity Shares","773","0",,"1500","1236555","Buy","Equity Shares","2273","0","20-Dec-2025","20-Dec-2025","22-Dec-2025","ESOP","-","-","0","0","0","0","NA","-","24-Dec-2025 15:22","https://nsearchives.nseindia.com/corporate/xbrl/IT_1192109_1589517_24122025032204_WEB.xml"
"ZUARI","Zuari Agro Chemicals Limited","7(2)","Jyotsna Poddar","Promoter Group","Equity Shares","21621","0.05",,"150000","0","Buy","Equity Shares","171621","0.41","19-Dec-2025","19-Dec-2025","22-Dec-2025","Gift","-","-","0","0","0","0","NA","-","24-Dec-2025 15:13","https://nsearchives.nseindia.com/corporate/xbrl/IT_1192106_1589509_24122025031357_WEB.xml"
"JSWENERGY","JSW Energy Limited","7(2)","JSW Energy Employees Welfare Trust","Other","Equity Shares","1128580","0.06",,"178","83449","Sell","Equity Shares","1128402","0.06","18-Dec-2025","18-Dec-2025","22-Dec-2025","Market Sale","-","-","0","0","0","0","NSE","-","24-Dec-2025 15:10","https://nsearchives.nseindia.com/corporate/xbrl/IT_1192105_1589506_24122025031026_WEB.xml"
"JSWENERGY","JSW Energy Limited","7(2)","JSW Energy Employees Welfare Trust","Other","Equity Shares","1128402","0.06",,"1964","19640","Sell","Equity Shares","1126438","0.06","23-Dec-2025","23-Dec-2025","24-Dec-2025","ESOP","-","-","0","0","0","0","NA","-","24-Dec-2025 15:10","https://nsearchives.nseindia.com/corporate/xbrl/IT_1192105_1589506_24122025031026_WEB.xml"
"SMARTLINK","Smartlink Holdings Limited","7(2)","LAKSHANA AMIT SHARMA","Promoters","Equity Shares","794608","7.97",,"202892","27100284","Buy","Equity Shares","997500","10","22-Dec-2025","22-Dec-2025","24-Dec-2025","Gift","-","-","0","0","0","0","NA","-","24-Dec-2025 15:07","https://nsearchives.nseindia.com/corporate/xbrl/IT_1192103_1589499_24122025030726_WEB.xml"
"SMARTLINK","Smartlink Holdings Limited","7(2)","SUDHA KAMALAKSHA NAIK","Promoters","Equity Shares","467417","4.69",,"202892","27100284","Sell","Equity Shares","264525","2.65","22-Dec-2025","22-Dec-2025","24-Dec-2025","Gift","-","-","0","0","0","0","NA","-","24-Dec-2025 15:07","https://nsearchives.nseindia.com/corporate/xbrl/IT_1192103_1589499_24122025030726_WEB.xml"
"ZUARI","Zuari Agro Chemicals Limited","7(2)","AKSHAY PODDAR","Promoter Group","Equity Shares","150585","0.36",,"150000","0","Sell","Equity Shares","585","0","19-Dec-2025","19-Dec-2025","22-Dec-2025","Gift","-","-","0","0","0","0","NA","-","24-Dec-2025 15:04","https://nsearchives.nseindia.com/corporate/xbrl/IT_1192101_1589494_24122025030431_WEB.xml"
"TANKUP","Tankup Engineers Limited","7(2)","Aman Ahmed","-","Equity Shares","2500","0.05",,"2500","1732875","Sell","Equity Shares","Nil","0","24-Dec-2025","24-Dec-2025","24-Dec-2025","Market Sale","-","-","0","0","0","0","NSE","-","24-Dec-2025 14:49","https://nsearchives.nseindia.com/corporate/xbrl/IT_1192098_1589470_24122025024914_WEB.xml"
"ECLERX","eClerx Services Limited","7(2)","Eclerx Employee Welfare Trust","Other","Equity Shares","836519","1.75",,"5105","23714338","Buy","Equity Shares","841624","1.76","22-Dec-2025","22-Dec-2025","24-Dec-2025","-","-","-","0","0","0","0","NSE","-","24-Dec-2025 13:25","https://nsearchives.nseindia.com/corporate/xbrl/IT_1192096_1589419_24122025012522_WEB.xml"
"ECLERX","eClerx Services Limited","7(2)","Eclerx Employee Welfare Trust","Other","Equity Shares","841624","1.76",,"5080","23737348","Buy","Equity Shares","846704","1.77","23-Dec-2025","23-Dec-2025","24-Dec-2025","-","-","-","0","0","0","0","NSE","-","24-Dec-2025 13:25","https://nsearchives.nseindia.com/corporate/xbrl/IT_1192096_1589419_24122025012522_WEB.xml"
"ZUARIIND","ZUARI INDUSTRIES LIMITED","7(2)","Jyotsna Poddar","Promoters","Equity Shares","71621","0.24",,"300000","95070000","Buy","Equity Shares","371621","1.25","19-Dec-2025","19-Dec-2025","22-Dec-2025","Gift","-","-","0","0","0","0","NA","-","24-Dec-2025 13:11","https://nsearchives.nseindia.com/corporate/xbrl/IT_1192094_1589408_24122025011159_WEB.xml"
"ZUARIIND","ZUARI INDUSTRIES LIMITED","7(2)","Akshay Poddar","Promoters","Equity Shares","320384","1.08",,"300000","95070000","Sell","Equity Shares","20384","0.07","19-Dec-2025","19-Dec-2025","22-Dec-2025","Gift","-","-","0","0","0","0","NA","-","24-Dec-2025 13:11","https://nsearchives.nseindia.com/corporate/xbrl/IT_1192094_1589408_24122025011159_WEB.xml"
"AJOONI","Ajooni Biotech Limited","7(2)","Jasjot Singh","Promoters","Equity Shares","18968521","11.01",,"10000000","4","Buy","Equity Shares","28968521","16.81","-","-","23-Dec-2025","Off Market","-","-","0","0","0","0","NSE","-","24-Dec-2025 12:40","https://nsearchives.nseindia.com/corporate/xbrl/IT_1192092_1589380_24122025124004_WEB.xml"
"AJOONI","Ajooni Biotech Limited","7(2)","parmjeet Kaur","Promoter Group","Equity Shares","5678802","3.3",,"2112174","4","Buy","Equity Shares","7790976","4.52","-","-","23-Dec-2025","Off Market","-","-","0","0","0","0","NSE","-","24-Dec-2025 12:40","https://nsearchives.nseindia.com/corporate/xbrl/IT_1192092_1589380_24122025124004_WEB.xml"
"AJOONI","Ajooni Biotech Limited","7(2)","Healthy Biosciences Limited","Promoters","Equity Shares","12112174","7.03",,"12112174","4","Sell","Equity Shares","Nil","-","-","-","23-Dec-2025","Off Market","-","-","0","0","0","0","NSE","-","24-Dec-2025 12:40","https://nsearchives.nseindia.com/corporate/xbrl/IT_1192092_1589380_24122025124004_WEB.xml"
"WINSOL","Winsol Engineers Limited","7(2)","RAMESH JIVABHAI PINDARIYA","Promoters","Equity Shares","6383800","55.34",,"10400","1659825","Buy","Equity Shares","6394200","55.42","16-Dec-2025","18-Dec-2025","23-Dec-2025","Market Purchase","-","-","0","0","0","0","NSE","-","24-Dec-2025 12:36","https://nsearchives.nseindia.com/corporate/xbrl/IT_1192090_1589376_24122025123602_WEB.xml"
"COMPUSOFT","Compucom Software Limited","7(2)","COMPUCOM TECHNOLOGIES PRIVATE LIMITED","Promoter Group","Equity Shares","19928443","25.19",,"69875","1165973","Buy","Equity Shares","19998318","25.27","18-Nov-2025","23-Dec-2025","23-Dec-2025","Market Purchase","-","-","0","0","0","0","BSE","-","24-Dec-2025 11:57","https://nsearchives.nseindia.com/corporate/xbrl/IT_1192087_1589341_24122025115739_WEB.xml"
"KPITTECH","KPIT Technologies Limited","7(2)","KPIT TECHNOLOGIES LIMITED EMPLOYEES WELFARE TRUST","Other","Equity Shares","2010919","0.73",,"2080","20800","Sell","Equity Shares","2008839","0.73","23-Dec-2025","23-Dec-2025","23-Dec-2025","ESOP","-","-","0","0","0","0","NA","-","24-Dec-2025 11:42","https://nsearchives.nseindia.com/corporate/xbrl/IT_1192083_1589330_24122025114208_WEB.xml"
"MCL","Madhav Copper Limited","7(2)","MR. RAJESH ODHAVJIBHAI PATEL","-","Equity Shares","1725000","6.22",,"65000","3185043","Sell","Equity Shares","1660000","5.98","22-Dec-2025","22-Dec-2025","23-Dec-2025","Market Sale","-","-","0","0","0","0","NSE","-","24-Dec-2025 11:41","https://nsearchives.nseindia.com/corporate/xbrl/IT_1192082_1589328_24122025114123_WEB.xml"
"ASIANTILES","Asian Granito India Limited","7(2)","Mukeshbhai J. Patel","Promoters","Equity Shares","6899966","2.98",,"300000","22128474","Buy","Equity Shares","7199966","3.1","23-Dec-2025","23-Dec-2025","24-Dec-2025","Market Purchase","-","-","0","0","0","0","NSE","-","24-Dec-2025 11:33","https://nsearchives.nseindia.com/corporate/xbrl/IT_1192079_1589317_24122025113329_WEB.xml"
"CAMPUS","Campus Activewear Limited","7(2)","CHANDER PARKASH GUPTA","Immediate relative","Equity Shares","20000","0.01",,"20000","5169000","Sell","Equity Shares","Nil","0","23-Dec-2025","23-Dec-2025","24-Dec-2025","Market Sale","-","-","0","0","0","0","NSE","-","24-Dec-2025 10:34","https://nsearchives.nseindia.com/corporate/xbrl/IT_1192075_1589275_24122025103421_WEB.xml"
"PARACABLES","Paramount Communications Limited","7(2)","Sanjay Aggarwal","Promoters","Equity Shares","14089013","4.62",,"28000","995122","Buy","Equity Shares","14117013","4.63","23-Dec-2025","23-Dec-2025","23-Dec-2025","Market Purchase","-","-","0","0","0","0","NSE","-","24-Dec-2025 10:20","https://nsearchives.nseindia.com/corporate/xbrl/IT_1192073_1589268_24122025102001_WEB.xml"
"SKFINDIA","SKF India Limited","7(2)","SKF Interim AB","Promoter Group","Equity Shares","Nil","0",,"25992059","0","Buy","Equity Shares","25992059","52.58","22-Dec-2025","22-Dec-2025","23-Dec-2025","Inter-se-Transfer","-","-","0","0","0","0","NA","-","24-Dec-2025 08:08","https://nsearchives.nseindia.com/corporate/xbrl/IT_1192071_1589261_24122025080829_WEB.xml"
"SKFINDIA","SKF India Limited","7(2)","Aktiebolaget SKF","Promoters","Equity Shares","25992059","52.58",,"25992059","0","Sell","Equity Shares","Nil","0","22-Dec-2025","22-Dec-2025","23-Dec-2025","Inter-se-Transfer","-","-","0","0","0","0","NA","-","24-Dec-2025 08:08","https://nsearchives.nseindia.com/corporate/xbrl/IT_1192071_1589261_24122025080829_WEB.xml"
"SHOPERSTOP","Shoppers Stop Limited","7(2)","Capstan Trading LLP","Promoter Group","Equity Shares","8990608","8.16",,"17689","7482270","Buy","Equity Shares","9008297","8.18","23-Dec-2025","23-Dec-2025","23-Dec-2025","Market Purchase","-","-","0","0","0","0","NSE","-","23-Dec-2025 22:50","https://nsearchives.nseindia.com/corporate/xbrl/IT_1192069_1589251_23122025105015_WEB.xml"
"SHOPERSTOP","Shoppers Stop Limited","7(2)","Capstan Trading LLP","Promoter Group","Equity Shares","8977560","8.15",,"13048","5662702","Buy","Equity Shares","8990608","8.16","22-Dec-2025","22-Dec-2025","23-Dec-2025","Market Purchase","-","-","0","0","0","0","NSE","-","23-Dec-2025 22:50","https://nsearchives.nseindia.com/corporate/xbrl/IT_1192069_1589251_23122025105015_WEB.xml"
"SHOPERSTOP","Shoppers Stop Limited","7(2)","Raghukool Estate Development LLP","Promoter Group","Equity Shares","8983065","8.16",,"708","311725","Buy","Equity Shares","8983773","8.16","16-Dec-2025","16-Dec-2025","19-Dec-2025","Market Purchase","-","-","0","0","0","0","NSE","-","23-Dec-2025 22:50","https://nsearchives.nseindia.com/corporate/xbrl/IT_1192069_1589251_23122025105015_WEB.xml"
"SHOPERSTOP","Shoppers Stop Limited","7(2)","Raghukool Estate Development LLP","Promoter Group","Equity Shares","8983773","8.16",,"1532","674141","Buy","Equity Shares","8985305","8.16","17-Dec-2025","17-Dec-2025","19-Dec-2025","Market Purchase","-","-","0","0","0","0","NSE","-","23-Dec-2025 22:50","https://nsearchives.nseindia.com/corporate/xbrl/IT_1192069_1589251_23122025105015_WEB.xml"
"SHOPERSTOP","Shoppers Stop Limited","7(2)","Raghukool Estate Development LLP","Promoter Group","Equity Shares","8985305","8.16",,"14623","6500216","Buy","Equity Shares","8999928","8.17","18-Dec-2025","18-Dec-2025","19-Dec-2025","Market Purchase","-","-","0","0","0","0","NSE","-","23-Dec-2025 22:50","https://nsearchives.nseindia.com/corporate/xbrl/IT_1192069_1589251_23122025105015_WEB.xml"
"SHOPERSTOP","Shoppers Stop Limited","7(2)","Raghukool Estate Development LLP","Promoter Group","Equity Shares","8999928","8.17",,"16218","7292424","Buy","Equity Shares","9016146","8.19","19-Dec-2025","19-Dec-2025","19-Dec-2025","Market Purchase","-","-","0","0","0","0","NSE","-","23-Dec-2025 22:50","https://nsearchives.nseindia.com/corporate/xbrl/IT_1192069_1589251_23122025105015_WEB.xml"
"SHOPERSTOP","Shoppers Stop Limited","7(2)","Raghukool Estate Development LLP","Promoter Group","Equity Shares","9016146","8.19",,"12000","5359920","Buy","Equity Shares","9028146","8.2","22-Dec-2025","22-Dec-2025","23-Dec-2025","Market Purchase","-","-","0","0","0","0","NSE","-","23-Dec-2025 22:50","https://nsearchives.nseindia.com/corporate/xbrl/IT_1192069_1589251_23122025105015_WEB.xml"
"SHOPERSTOP","Shoppers Stop Limited","7(2)","Raghukool Estate Development LLP","Promoter Group","Equity Shares","9028146","8.2",,"14414","6140364","Buy","Equity Shares","9042560","8.21","23-Dec-2025","23-Dec-2025","23-Dec-2025","Market Purchase","-","-","0","0","0","0","NSE","-","23-Dec-2025 22:50","https://nsearchives.nseindia.com/corporate/xbrl/IT_1192069_1589251_23122025105015_WEB.xml"
"ANONDITA","Anondita Medicare Limited","7(2)","Sonia Ghosh","Promoters","Equity Shares","6002","0.03",,"4000","2767200","Buy","Equity Shares","10002","0.05","17-Dec-2025","17-Dec-2025","20-Dec-2025","Market Sale","-","-","0","0","0","0","MSEI","-","23-Dec-2025 22:00","https://nsearchives.nseindia.com/corporate/xbrl/IT_1192067_1589246_23122025100031_WEB.xml"
"GALLANTT","Gallantt Ispat Limited","7(2)","Santosh Kumar Agrawal","Promoter Group","Equity Shares","297535","0.12",,"8604248","-","Buy","Equity Shares","8901783","3.69","22-Dec-2025","22-Dec-2025","23-Dec-2025","Inter-se-Transfer","-","-","0","0","0","0","NA","-","23-Dec-2025 20:20","https://nsearchives.nseindia.com/corporate/xbrl/IT_1192064_1589228_23122025082003_WEB.xml"
"GALLANTT","Gallantt Ispat Limited","7(2)","Chandra Prakash Agrawal","Promoters","Equity Shares","70448608","29.2",,"16331915","-","Buy","Equity Shares","86780523","35.97","22-Dec-2025","22-Dec-2025","23-Dec-2025","Inter-se-Transfer","-","-","0","0","0","0","NA","-","23-Dec-2025 20:20","https://nsearchives.nseindia.com/corporate/xbrl/IT_1192064_1589228_23122025082003_WEB.xml"
"GALLANTT","Gallantt Ispat Limited","7(2)","Ashutosh Agrawal","Promoter Group","Equity Shares","8604248","3.57",,"8604248","-","Sell","Equity Shares","Nil","0","22-Dec-2025","22-Dec-2025","23-Dec-2025","Inter-se-Transfer","-","-","0","0","0","0","NA","-","23-Dec-2025 20:20","https://nsearchives.nseindia.com/corporate/xbrl/IT_1192064_1589228_23122025082003_WEB.xml"
"GALLANTT","Gallantt Ispat Limited","7(2)","Mayank Agrawal","Promoter Group","Equity Shares","16331915","6.77",,"16331915","-","Sell","Equity Shares","Nil","0","22-Dec-2025","22-Dec-2025","23-Dec-2025","Inter-se-Transfer","-","-","0","0","0","0","NA","-","23-Dec-2025 20:20","https://nsearchives.nseindia.com/corporate/xbrl/IT_1192064_1589228_23122025082003_WEB.xml"
"INFOBEAN","InfoBeans Techno. Ltd.","7(2)","Ramanujam Lakshmi","-","Equity Shares","10000","0",,"1800","767","Sell","Equity Shares","8200","0","-","-","22-Dec-2025","Market Sale","-","-","0","0","0","0","NSE","-","23-Dec-2025 20:17","https://nsearchives.nseindia.com/corporate/xbrl/IT_1192063_1589225_23122025081703_WEB.xml"
"360ONE","360 ONE WAM LIMITED","7(2)","Niraj Murarka","Employees/Designated Employees","Equity Shares","9000","0",,"9000","10529100","Sell","Equity Shares","Nil","0","22-Dec-2025","22-Dec-2025","22-Dec-2025","Market Sale","-","-","0","0","0","0","NSE","-","23-Dec-2025 20:09","https://nsearchives.nseindia.com/corporate/xbrl/IT_1192061_1589217_23122025080932_WEB.xml"
"SHK","S H Kelkar and Company Limited","7(2)","Milena Kedar Vaze","Promoter Group","Equity Shares","Nil","0",,"1000000","0","Buy","Equity Shares","1000000","0.72","22-Dec-2025","22-Dec-2025","23-Dec-2025","Gift","-","-","0","0","0","0","NA","-","23-Dec-2025 19:50","https://nsearchives.nseindia.com/corporate/xbrl/IT_1192058_1589210_23122025075052_WEB.xml"
"SHK","S H Kelkar and Company Limited","7(2)","Kedar Vaze","Promoters","Equity Shares","14060131","10.16",,"1000000","0","Sell","Equity Shares","13060131","9.44","22-Dec-2025","22-Dec-2025","23-Dec-2025","Gift","-","-","0","0","0","0","NA","-","23-Dec-2025 19:50","https://nsearchives.nseindia.com/corporate/xbrl/IT_1192058_1589210_23122025075052_WEB.xml"
"CGCL","Capri Global Capital Limited","7(2)","Munish Jain","Employees/Designated Employees","Equity Shares","56588","0",,"10000","1779150","Sell","Equity Shares","46588","0","23-Dec-2025","23-Dec-2025","23-Dec-2025","Market Sale","-","-","0","0","0","0","NSE","-","23-Dec-2025 19:36","https://nsearchives.nseindia.com/corporate/xbrl/IT_1192055_1589199_23122025073617_WEB.xml"
"INDOSTAR","IndoStar Capital Finance Limited","7(2)","BCP Multiple Holdings Pte Ltd","Promoters","Equity Shares","76482638","51.82",,"13949323","2566675432","Buy","Equity Shares","90431961","55.98","20-Dec-2025","20-Dec-2025","23-Dec-2025","Preferential Offer","-","-","0","0","0","0","NA","-","23-Dec-2025 19:02","https://nsearchives.nseindia.com/corporate/xbrl/IT_1192051_1589160_23122025070232_WEB.xml"
"TMB","Tamilnad Mercantile Bank Limited","7(2)","C.S.RAJENDRAN","Immediate relative","Equity Shares","2129086","1.34",,"400","208000","Buy","Equity Shares","2129486","1.34","19-Dec-2025","19-Dec-2025","22-Dec-2025","Market Purchase","-","-","0","0","0","0","BSE","-","23-Dec-2025 18:51","https://nsearchives.nseindia.com/corporate/xbrl/IT_1192048_1589148_23122025065136_WEB.xml"
"HCLTECH","HCL Technologies Limited","7(2)","HCL Technologies Stock Options Trust","-","Equity Shares","8027604","0.3",,"5578","9242746","Sell","Equity Shares","8022026","0.3","18-Dec-2025","18-Dec-2025","22-Dec-2025","ESOP","-","-","0","0","0","0","NA","-","23-Dec-2025 18:38","https://nsearchives.nseindia.com/corporate/xbrl/IT_1192046_1589141_23122025063835_WEB.xml"
"HCLTECH","HCL Technologies Limited","7(2)","Srinivasan Aravamudhan","-","Equity Shares","3310","0",,"742","1229494","Buy","Equity Shares","4052","0","18-Dec-2025","18-Dec-2025","22-Dec-2025","ESOP","-","-","0","0","0","0","NA","-","23-Dec-2025 18:38","https://nsearchives.nseindia.com/corporate/xbrl/IT_1192046_1589141_23122025063835_WEB.xml"
"LIBERTSHOE","Liberty Shoes Limited","7(2)","ARPAN GUPTA (KARTA) OF DINESH GUPTA (HUF)","Promoter Group","Equity Shares","334594","1.96",,"10000","2621127","Sell","Equity Shares","324594","1.91","18-Dec-2025","18-Dec-2025","19-Dec-2025","Market Sale","-","-","0","0","0","0","NSE","-","23-Dec-2025 18:09","https://nsearchives.nseindia.com/corporate/xbrl/IT_1192043_1589097_23122025060906_WEB.xml"
"MSPL","MSP Steel & Power Limited","7(2)","Jaik Leasing and Commercial Investment Limited","Promoter Group","Equity Shares","33725927","5.95",,"1097000","39569285","Buy","Equity Shares","34822927","6.14","18-Dec-2025","19-Dec-2025","22-Dec-2025","Market Purchase","-","-","0","0","0","0","NSE","-","23-Dec-2025 18:04","https://nsearchives.nseindia.com/corporate/xbrl/IT_1192041_1589089_23122025060414_WEB.xml"
"MSPL","MSP Steel & Power Limited","7(2)","Jagran Vyapaar Pvt Ltd","Promoter Group","Equity Shares","40802526","7.2",,"550000","19977375","Buy","Equity Shares","41352526","7.3","17-Dec-2025","17-Dec-2025","19-Dec-2025","Market Purchase","-","-","0","0","0","0","NSE","-","23-Dec-2025 18:04","https://nsearchives.nseindia.com/corporate/xbrl/IT_1192041_1589089_23122025060414_WEB.xml"
"DELAPLEX","Delaplex Limited","7(2)","Nitin Sachdeva","Promoters","Equity Shares","3592695","39.44",,"1200","157200","Buy","Equity Shares","3593895","39.45","22-Dec-2025","22-Dec-2025","23-Dec-2025","Market Purchase","-","-","0","0","0","0","NSE","-","23-Dec-2025 17:46","https://nsearchives.nseindia.com/corporate/xbrl/IT_1192039_1589066_23122025054625_WEB.xml"
"DELAPLEX","Delaplex Limited","7(2)","Nitin Sachdeva","Promoters","Equity Shares","3591495","39.42",,"1200","159576","Buy","Equity Shares","3592695","39.44","22-Dec-2025","22-Dec-2025","23-Dec-2025","Market Purchase","-","-","0","0","0","0","NSE","-","23-Dec-2025 17:46","https://nsearchives.nseindia.com/corporate/xbrl/IT_1192039_1589066_23122025054625_WEB.xml"
"DELAPLEX","Delaplex Limited","7(2)","Nitin Sachdeva","Promoters","Equity Shares","3587895","39.38",,"3600","478800","Buy","Equity Shares","3591495","39.42","22-Dec-2025","22-Dec-2025","23-Dec-2025","Market Purchase","-","-","0","0","0","0","NSE","-","23-Dec-2025 17:46","https://nsearchives.nseindia.com/corporate/xbrl/IT_1192039_1589066_23122025054625_WEB.xml"
"DELAPLEX","Delaplex Limited","7(2)","Nitin Sachdeva","Promoters","Equity Shares","3593895","39.45",,"6000","780600","Buy","Equity Shares","3599895","39.52","22-Dec-2025","22-Dec-2025","23-Dec-2025","Market Purchase","-","-","0","0","0","0","NSE","-","23-Dec-2025 17:46","https://nsearchives.nseindia.com/corporate/xbrl/IT_1192039_1589066_23122025054625_WEB.xml"
"DELAPLEX","Delaplex Limited","7(2)","Nitin Sachdeva","Promoters","Equity Shares","3599895","39.52",,"1200","162000","Buy","Equity Shares","3601095","39.53","22-Dec-2025","22-Dec-2025","23-Dec-2025","Market Purchase","-","-","0","0","0","0","NSE","-","23-Dec-2025 17:46","https://nsearchives.nseindia.com/corporate/xbrl/IT_1192039_1589066_23122025054625_WEB.xml"
